lead_id,submission_date,email,phone,source,status,value
144,2024-06-08,user144@example.com,+79145943767,Facebook Ads,Qualified,30656.52
145,2024-01-26,user145@example.com,+79754911732,Facebook Ads,Unqualified,0.0
146,2024-07-07,user146@example.com,+79672999370,Google Ads,Contacted,0.0
147,2024-02-26,user147@example.com,+79542170672,Facebook Ads,Qualified,33788.28
148,2024-01-22,user148@example.com,+79823964367,Facebook Ads,Contacted,0.0
149,2024-04-03,user149@example.com,+79292698312,Organic Search,New,0.0
150,2024-05-16,user150@example.com,+79807832396,Direct,Unqualified,0.0
151,2024-02-20,user151@example.com,+79347000607,Facebook Ads,Unqualified,0.0
152,2024-05-17,user152@example.com,+79692917915,Facebook Ads,Contacted,0.0
153,2024-01-15,user153@example.com,+79622417035,Organic Search,Unqualified,0.0
154,2024-07-21,user154@example.com,+79824266020,Facebook Ads,Qualified,25095.61
155,2024-02-05,user155@example.com,+79916852414,Referral,Unqualified,0.0
156,2024-04-24,user156@example.com,+79811919340,Referral,Contacted,0.0
157,2024-05-14,user157@example.com,+79376195064,Referral,Contacted,0.0
158,2024-07-07,user158@example.com,+79249630702,Organic Search,Qualified,6032.73
159,2024-04-12,user159@example.com,+79137685616,Google Ads,Unqualified,0.0
160,2024-04-13,user160@example.com,+79861845565,Direct,New,0.0
161,2024-01-17,user161@example.com,+79121510207,Google Ads,Contacted,0.0
162,2024-01-06,user162@example.com,+79954757114,Facebook Ads,Unqualified,0.0
163,2024-05-09,user163@example.com,+79729702770,Direct,New,0.0
164,2024-05-26,user164@example.com,+79103321591,Facebook Ads,Contacted,0.0
165,2024-07-23,user165@example.com,+79126822914,Organic Search,Qualified,11954.2
166,2024-03-11,user166@example.com,+79282050224,Referral,Contacted,0.0
167,2024-02-21,user167@example.com,+79505245365,Direct,Unqualified,0.0
168,2024-01-01,user168@example.com,+79347547606,Direct,Contacted,0.0
169,2024-03-07,user169@example.com,+79710504472,Referral,Qualified,46356.88
170,2024-01-20,user170@example.com,+79144778544,Referral,New,0.0
171,2024-03-06,user171@example.com,+79147622304,Facebook Ads,Contacted,0.0
172,2024-04-08,user172@example.com,+79380190187,Referral,New,0.0
173,2024-05-24,user173@example.com,+79978965594,Facebook Ads,New,0.0
174,2024-02-25,user174@example.com,+79358327413,Referral,Qualified,35567.72
175,2024-04-12,user175@example.com,+79669975992,Organic Search,Unqualified,0.0
176,2024-04-28,user176@example.com,+79771849649,Facebook Ads,Unqualified,0.0
177,2024-06-15,user177@example.com,+79993355389,Google Ads,Contacted,0.0
178,2024-05-23,user178@example.com,+79542146550,Direct,Contacted,0.0
179,2024-01-22,user179@example.com,+79763463632,Google Ads,Qualified,31155.63
180,2024-06-30,user180@example.com,+79295521570,Google Ads,Qualified,10578.6
181,2024-03-11,user181@example.com,+79171364473,Direct,Contacted,0.0
182,2024-05-28,user182@example.com,+79147021835,Direct,New,0.0
183,2024-03-05,user183@example.com,+79210328201,Organic Search,Contacted,0.0
184,2024-02-12,user184@example.com,+79114940482,Facebook Ads,Contacted,0.0
185,2024-05-14,user185@example.com,+79336967501,Referral,New,0.0
186,2024-02-23,user186@example.com,+79310452339,Facebook Ads,New,0.0
187,2024-03-01,user187@example.com,+79298599904,Referral,Qualified,41471.25
188,2024-01-31,user188@example.com,+79390742132,Organic Search,New,0.0
189,2024-07-22,user189@example.com,+79422409281,Google Ads,Contacted,0.0
190,2024-05-11,user190@example.com,+79542359420,Direct,Qualified,25853.62
191,2024-06-29,user191@example.com,+79659358593,Direct,New,0.0
192,2024-02-01,user192@example.com,+79312973843,Referral,Qualified,10908.16
193,2024-05-10,user193@example.com,+79431392935,Facebook Ads,Unqualified,0.0
194,2024-03-12,user194@example.com,+79807209210,Google Ads,Unqualified,0.0
195,2024-02-25,user195@example.com,+79918263020,Organic Search,Contacted,0.0
196,2024-07-15,user196@example.com,+79918483310,Referral,New,0.0
197,2024-01-03,user197@example.com,+79117338790,Facebook Ads,Unqualified,0.0
198,2024-04-17,user198@example.com,+79647997153,Direct,Qualified,2249.76
199,2024-04-19,user199@example.com,+79433459748,Direct,Qualified,7843.88
200,2024-07-25,user200@example.com,+79251309248,Referral,New,0.0
201,2024-02-22,user201@example.com,+79602568494,Facebook Ads,New,0.0
202,2024-01-16,user202@example.com,+79309739341,Referral,Unqualified,0.0
203,2024-01-24,user203@example.com,+79343940198,Organic Search,Unqualified,0.0
204,2024-01-21,user204@example.com,+79620726629,Google Ads,Contacted,0.0
205,2024-04-24,user205@example.com,+79640350619,Google Ads,New,0.0
206,2024-06-30,user206@example.com,+79673264450,Direct,Contacted,0.0
207,2024-03-14,user207@example.com,+79962184356,Facebook Ads,Unqualified,0.0
208,2024-04-22,user208@example.com,+79750415338,Organic Search,Contacted,0.0
209,2024-01-13,user209@example.com,+79332627723,Direct,New,0.0
210,2024-07-09,user210@example.com,+79496231315,Referral,New,0.0
211,2024-01-14,user211@example.com,+79297737565,Direct,Contacted,0.0
212,2024-05-13,user212@example.com,+79179588926,Organic Search,Qualified,46093.59
213,2024-07-04,user213@example.com,+79338916440,Facebook Ads,Unqualified,0.0
214,2024-03-21,user214@example.com,+79531974268,Facebook Ads,Qualified,27319.78
215,2024-05-07,user215@example.com,+79745998379,Organic Search,Qualified,30913.66
216,2024-05-25,user216@example.com,+79987109846,Organic Search,New,0.0
217,2024-03-11,user217@example.com,+79397427730,Organic Search,New,0.0
218,2024-03-05,user218@example.com,+79504525861,Facebook Ads,Contacted,0.0
219,2024-06-06,user219@example.com,+79918746269,Google Ads,Contacted,0.0
220,2024-03-02,user220@example.com,+79309605335,Facebook Ads,Qualified,37425.5
221,2024-04-14,user221@example.com,+79726663530,Google Ads,Unqualified,0.0
222,2024-06-27,user222@example.com,+79993665594,Facebook Ads,New,0.0
223,2024-02-23,user223@example.com,+79283470646,Google Ads,Unqualified,0.0
224,2024-06-27,user224@example.com,+79332420626,Organic Search,Qualified,36360.91
225,2024-04-25,user225@example.com,+79743654217,Facebook Ads,New,0.0
226,2024-03-13,user226@example.com,+79747623908,Referral,Unqualified,0.0
227,2024-02-03,user227@example.com,+79944855915,Google Ads,Qualified,18509.29
228,2024-03-24,user228@example.com,+79601967355,Referral,New,0.0
229,2024-07-05,user229@example.com,+79546654403,Facebook Ads,Qualified,33440.0
230,2024-03-20,user230@example.com,+79918885393,Google Ads,New,0.0
231,2024-01-25,user231@example.com,+79285584031,Direct,Contacted,0.0
232,2024-03-27,user232@example.com,+79821488941,Google Ads,New,0.0
233,2024-07-17,user233@example.com,+79158946135,Facebook Ads,Qualified,38660.87
234,2024-01-26,user234@example.com,+79175066907,Facebook Ads,Qualified,26664.48
235,2024-07-18,user235@example.com,+79288365818,Referral,Contacted,0.0
236,2024-06-29,user236@example.com,+79137658298,Google Ads,Unqualified,0.0
237,2024-07-22,user237@example.com,+79434825611,Referral,Qualified,32408.55
238,2024-06-06,user238@example.com,+79885440464,Referral,Qualified,2819.61
239,2024-05-03,user239@example.com,+79103272982,Referral,Unqualified,0.0
240,2024-06-28,user240@example.com,+79787429896,Direct,Unqualified,0.0
241,2024-02-11,user241@example.com,+79287248563,Referral,New,0.0
242,2024-01-05,user242@example.com,+79669556386,Direct,Qualified,7273.04
243,2024-05-22,user243@example.com,+79264388066,Facebook Ads,Contacted,0.0
244,2024-01-03,user244@example.com,+79410161354,Facebook Ads,Contacted,0.0
245,2024-06-26,user245@example.com,+79906074601,Google Ads,Unqualified,0.0
246,2024-01-27,user246@example.com,+79292338896,Direct,Contacted,0.0
247,2024-07-24,user247@example.com,+79819548919,Facebook Ads,Contacted,0.0
248,2024-04-14,user248@example.com,+79462137907,Direct,Unqualified,0.0
249,2024-03-30,user249@example.com,+79611024674,Facebook Ads,Contacted,0.0
250,2024-03-10,user250@example.com,+79254394705,Referral,Contacted,0.0
251,2024-01-23,user251@example.com,+79304093655,Facebook Ads,New,0.0
252,2024-07-08,user252@example.com,+79681807685,Google Ads,New,0.0
253,2024-01-16,user253@example.com,+79453386377,Referral,New,0.0
254,2024-02-23,user254@example.com,+79491392855,Direct,New,0.0
255,2024-02-19,user255@example.com,+79642138271,Facebook Ads,Qualified,46848.34
256,2024-06-10,user256@example.com,+79427442917,Google Ads,New,0.0
257,2024-05-15,user257@example.com,+79635983283,Direct,New,0.0
258,2024-04-23,user258@example.com,+79832408287,Facebook Ads,Unqualified,0.0
259,2024-07-05,user259@example.com,+79158099615,Referral,Qualified,4270.32
260,2024-03-11,user260@example.com,+79981024243,Facebook Ads,New,0.0
261,2024-03-09,user261@example.com,+79958237137,Facebook Ads,Contacted,0.0
262,2024-05-04,user262@example.com,+79573478442,Direct,Unqualified,0.0
263,2024-04-06,user263@example.com,+79462841228,Referral,Contacted,0.0
264,2024-04-21,user264@example.com,+79324450878,Facebook Ads,Unqualified,0.0
265,2024-06-09,user265@example.com,+79811792291,Organic Search,Qualified,3837.03
266,2024-06-09,user266@example.com,+79949479953,Organic Search,Qualified,1748.56
267,2024-07-08,user267@example.com,+79314672830,Direct,Unqualified,0.0
268,2024-06-11,user268@example.com,+79570223891,Google Ads,Unqualified,0.0
269,2024-06-06,user269@example.com,+79847870195,Direct,Unqualified,0.0
270,2024-05-30,user270@example.com,+79968932810,Organic Search,Unqualified,0.0
271,2024-04-19,user271@example.com,+79708701812,Organic Search,Contacted,0.0
272,2024-02-09,user272@example.com,+79407443987,Referral,Contacted,0.0
273,2024-04-15,user273@example.com,+79105644059,Organic Search,New,0.0
274,2024-03-09,user274@example.com,+79139444735,Direct,New,0.0
275,2024-06-11,user275@example.com,+79384872490,Facebook Ads,Contacted,0.0
276,2024-06-26,user276@example.com,+79720674790,Organic Search,Qualified,15205.59
277,2024-05-01,user277@example.com,+79392497855,Referral,Unqualified,0.0
278,2024-05-27,user278@example.com,+79787143800,Facebook Ads,Qualified,49257.37
279,2024-01-10,user279@example.com,+79126323279,Referral,New,0.0
280,2024-05-18,user280@example.com,+79480799007,Facebook Ads,Contacted,0.0
281,2024-07-18,user281@example.com,+79289020739,Referral,Contacted,0.0
282,2024-03-10,user282@example.com,+79419313885,Organic Search,Qualified,44699.86
283,2024-06-25,user283@example.com,+79611517089,Facebook Ads,New,0.0
284,2024-05-03,user284@example.com,+79427446881,Referral,Unqualified,0.0
285,2024-01-18,user285@example.com,+79565442636,Referral,Unqualified,0.0
286,2024-01-29,user286@example.com,+79425659448,Google Ads,Contacted,0.0
287,2024-07-15,user287@example.com,+79294070435,Direct,New,0.0
288,2024-04-09,user288@example.com,+79995269433,Direct,New,0.0
289,2024-05-30,user289@example.com,+79678983224,Organic Search,New,0.0
290,2024-05-13,user290@example.com,+79637059151,Facebook Ads,Unqualified,0.0
291,2024-07-24,user291@example.com,+79931482134,Facebook Ads,Contacted,0.0
292,2024-03-01,user292@example.com,+79527141313,Facebook Ads,Contacted,0.0
293,2024-05-31,user293@example.com,+79474246262,Facebook Ads,Contacted,0.0
294,2024-05-30,user294@example.com,+79442851780,Organic Search,Qualified,12128.57
295,2024-07-10,user295@example.com,+79889592543,Direct,Contacted,0.0
296,2024-03-25,user296@example.com,+79920308164,Referral,Qualified,28907.66
297,2024-05-31,user297@example.com,+79101832980,Google Ads,Unqualified,0.0
298,2024-02-06,user298@example.com,+79385296101,Google Ads,New,0.0
299,2024-02-17,user299@example.com,+79826248358,Referral,Contacted,0.0
300,2024-01-09,user300@example.com,+79685997727,Referral,New,0.0
301,2024-02-18,user301@example.com,+79655305459,Organic Search,Contacted,0.0
302,2024-01-09,user302@example.com,+79259213827,Organic Search,Unqualified,0.0
303,2024-07-24,user303@example.com,+79854441708,Facebook Ads,Contacted,0.0
304,2024-01-07,user304@example.com,+79758518117,Organic Search,Qualified,5944.67
305,2024-04-09,user305@example.com,+79998075337,Organic Search,New,0.0
306,2024-01-06,user306@example.com,+79142367860,Google Ads,Contacted,0.0
307,2024-02-07,user307@example.com,+79504502678,Facebook Ads,Contacted,0.0
308,2024-01-18,user308@example.com,+79686977330,Direct,New,0.0
309,2024-03-26,user309@example.com,+79794948103,Organic Search,New,0.0
310,2024-04-26,user310@example.com,+79417534814,Organic Search,Qualified,20019.12
311,2024-05-14,user311@example.com,+79356453530,Direct,Qualified,37398.88
312,2024-05-14,user312@example.com,+79216448828,Direct,Unqualified,0.0
313,2024-04-28,user313@example.com,+79273361200,Organic Search,Contacted,0.0
314,2024-07-06,user314@example.com,+79154336260,Referral,New,0.0
315,2024-02-20,user315@example.com,+79679467656,Organic Search,New,0.0
316,2024-03-20,user316@example.com,+79526733129,Organic Search,New,0.0
317,2024-03-22,user317@example.com,+79924659588,Google Ads,Qualified,1542.4
318,2024-05-08,user318@example.com,+79615926889,Facebook Ads,Contacted,0.0
319,2024-03-26,user319@example.com,+79792060354,Google Ads,Contacted,0.0
320,2024-03-18,user320@example.com,+79657861043,Google Ads,Qualified,6447.64
321,2024-03-18,user321@example.com,+79574144008,Google Ads,Contacted,0.0
322,2024-01-23,user322@example.com,+79500078596,Facebook Ads,Qualified,35260.17
323,2024-07-04,user323@example.com,+79259896942,Google Ads,New,0.0
324,2024-06-18,user324@example.com,+79922101192,Referral,New,0.0
325,2024-05-08,user325@example.com,+79869581921,Direct,New,0.0
326,2024-03-10,user326@example.com,+79252346726,Google Ads,New,0.0
327,2024-03-27,user327@example.com,+79140942201,Direct,New,0.0
328,2024-02-08,user328@example.com,+79773156878,Direct,Unqualified,0.0
329,2024-04-21,user329@example.com,+79432823993,Organic Search,Qualified,42088.31
330,2024-02-12,user330@example.com,+79110481937,Direct,Contacted,0.0
331,2024-05-10,user331@example.com,+79245066818,Referral,New,0.0
332,2024-02-19,user332@example.com,+79296892033,Facebook Ads,Unqualified,0.0
333,2024-05-16,user333@example.com,+79184406274,Facebook Ads,New,0.0
334,2024-03-03,user334@example.com,+79378434714,Organic Search,Contacted,0.0
335,2024-01-18,user335@example.com,+79794957296,Google Ads,Unqualified,0.0
336,2024-07-08,user336@example.com,+79515032323,Organic Search,Contacted,0.0
337,2024-05-09,user337@example.com,+79324854406,Direct,Contacted,0.0
338,2024-03-08,user338@example.com,+79665230717,Direct,Qualified,2042.04
339,2024-04-09,user339@example.com,+79206360020,Google Ads,New,0.0
340,2024-01-16,user340@example.com,+79982956010,Referral,New,0.0
341,2024-02-23,user341@example.com,+79725166419,Direct,Unqualified,0.0
342,2024-04-26,user342@example.com,+79917718777,Google Ads,Contacted,0.0
343,2024-02-12,user343@example.com,+79410332566,Facebook Ads,Qualified,46660.82
344,2024-04-10,user344@example.com,+79205897266,Direct,Unqualified,0.0
345,2024-05-10,user345@example.com,+79294515641,Organic Search,Unqualified,0.0
346,2024-06-04,user346@example.com,+79921331040,Direct,Unqualified,0.0
347,2024-03-13,user347@example.com,+79486019244,Facebook Ads,Unqualified,0.0
348,2024-05-04,user348@example.com,+79554786719,Organic Search,Contacted,0.0
349,2024-03-22,user349@example.com,+79324388648,Facebook Ads,Contacted,0.0
350,2024-01-10,user350@example.com,+79297410526,Organic Search,Qualified,9336.86
351,2024-06-13,user351@example.com,+79454559741,Google Ads,New,0.0
352,2024-05-20,user352@example.com,+79404921417,Facebook Ads,Unqualified,0.0
353,2024-04-30,user353@example.com,+79117099267,Google Ads,New,0.0
354,2024-03-30,user354@example.com,+79673185141,Organic Search,New,0.0
355,2024-03-24,user355@example.com,+79648294114,Referral,Qualified,7987.36
356,2024-06-28,user356@example.com,+79586302880,Organic Search,Contacted,0.0
357,2024-04-30,user357@example.com,+79365983514,Organic Search,Qualified,13798.16
358,2024-07-06,user358@example.com,+79171655140,Direct,Unqualified,0.0
359,2024-04-14,user359@example.com,+79602851766,Organic Search,Contacted,0.0
360,2024-01-18,user360@example.com,+79474719027,Facebook Ads,Qualified,10369.83
361,2024-01-22,user361@example.com,+79433184659,Direct,New,0.0
362,2024-07-05,user362@example.com,+79592561927,Organic Search,Qualified,1628.43
363,2024-06-19,user363@example.com,+79311132318,Facebook Ads,Unqualified,0.0
364,2024-04-21,user364@example.com,+79828947326,Referral,New,0.0
365,2024-05-08,user365@example.com,+79717846289,Google Ads,New,0.0
366,2024-04-07,user366@example.com,+79645332215,Google Ads,Qualified,3168.1
367,2024-06-12,user367@example.com,+79854235246,Organic Search,Contacted,0.0
368,2024-06-01,user368@example.com,+79448538665,Google Ads,Qualified,14411.41
369,2024-01-07,user369@example.com,+79783063280,Google Ads,Unqualified,0.0
370,2024-01-13,user370@example.com,+79769409308,Facebook Ads,Contacted,0.0
371,2024-02-07,user371@example.com,+79748504877,Facebook Ads,New,0.0
372,2024-01-23,user372@example.com,+79808720170,Organic Search,New,0.0
373,2024-02-15,user373@example.com,+79325050855,Facebook Ads,Qualified,24507.51
374,2024-07-21,user374@example.com,+79816940523,Direct,Qualified,17553.24
375,2024-02-12,user375@example.com,+79881886036,Google Ads,Unqualified,0.0
376,2024-03-08,user376@example.com,+79667293702,Referral,New,0.0
377,2024-04-19,user377@example.com,+79617224909,Direct,Contacted,0.0
378,2024-05-03,user378@example.com,+79670293950,Facebook Ads,New,0.0
379,2024-01-16,user379@example.com,+79601453680,Facebook Ads,Qualified,37074.01
380,2024-03-18,user380@example.com,+79585887517,Referral,New,0.0
381,2024-02-28,user381@example.com,+79787082681,Organic Search,Contacted,0.0
382,2024-02-25,user382@example.com,+79764554255,Google Ads,Contacted,0.0
383,2024-01-17,user383@example.com,+79540960282,Organic Search,Contacted,0.0
384,2024-07-18,user384@example.com,+79894876640,Google Ads,New,0.0
